date;age;sex;vrs_cases
2016-02-16;0;Female;14
2016-02-16;0;Male;34
2016-02-16;1;Female;5
2016-02-16;1;Male;5
2016-02-16;2;Male;2
2016-02-16;3;Male;1
2016-02-17;0;Female;25
2016-02-17;0;Male;28
2016-02-17;1;Female;9
2016-02-17;1;Male;2
2016-02-17;2;Female;1
2016-02-17;2;Male;2
2016-02-18;0;Female;24
2016-02-18;0;Male;31
2016-02-18;1;Female;6
2016-02-18;1;Male;4
2016-02-18;2;Female;1
2016-02-18;3;Male;1
2016-02-18;4;Female;1
2016-02-19;0;Female;23
2016-02-19;0;Male;38
2016-02-19;1;Female;1
2016-02-19;1;Male;5
2016-02-19;2;Male;1
2016-02-19;3;Female;1
2016-02-19;4;Male;1
2016-02-20;0;Female;7
2016-02-20;0;Male;2
2016-02-20;1;Female;1
2016-02-20;1;Male;1
2016-02-21;0;Female;1
2016-02-21;0;Male;2
2016-02-21;1;Female;1
2016-02-21;1;Male;2
2016-02-22;0;Female;21
2016-02-22;0;Male;28
2016-02-22;1;Female;1
2016-02-22;1;Male;8
2016-02-22;2;Male;1
2016-02-22;3;Male;1
2016-02-23;0;Female;19
2016-02-23;0;Male;32
2016-02-23;1;Female;3
2016-02-23;1;Male;6
2016-02-23;2;Female;1
2016-02-23;2;Male;1
2016-02-23;3;Female;1
2016-02-23;4;Female;1
2016-02-23;4;Male;1
2016-02-24;0;Female;24
2016-02-24;0;Male;28
2016-02-24;1;Female;7
2016-02-24;1;Male;4
2016-02-24;3;Male;2
2016-02-25;0;Female;22
2016-02-25;0;Male;18
2016-02-25;1;Female;2
2016-02-25;1;Male;1
2016-02-25;2;Female;2
2016-02-25;2;Male;2
2016-02-26;0;Female;22
2016-02-26;0;Male;31
2016-02-26;1;Female;2
2016-02-26;1;Male;4
2016-02-26;2;Male;1
2016-02-26;3;Male;1
2016-02-27;0;Female;2
2016-02-27;0;Male;2
2016-02-27;1;Male;2
2016-02-28;0;Male;5
2016-02-28;2;Female;2
2016-02-29;0;Female;15
2016-02-29;0;Male;38
2016-02-29;1;Female;5
2016-02-29;1;Male;5
2016-02-29;2;Male;1
2016-02-29;3;Female;1
2016-02-29;4;Female;1
2016-02-29;4;Male;1
2016-03-01;0;Female;18
2016-03-01;0;Male;38
2016-03-01;1;Female;3
2016-03-01;1;Male;1
2016-03-01;2;Female;3
2016-03-01;2;Male;1
2016-03-01;3;Female;2
2016-03-01;4;Female;1
2016-03-02;0;Female;11
2016-03-02;0;Male;27
2016-03-02;1;Female;4
2016-03-02;1;Male;8
2016-03-02;3;Male;1
2016-03-03;0;Female;27
2016-03-03;0;Male;25
2016-03-03;1;Female;2
2016-03-03;1;Male;6
2016-03-03;2;Female;1
2016-03-03;2;Male;2
2016-03-03;3;Male;1
2016-03-04;0;Female;17
2016-03-04;0;Male;26
2016-03-04;1;Female;2
2016-03-04;1;Male;6
2016-03-04;2;Female;1
2016-03-04;2;Male;3
2016-03-05;0;Female;2
2016-03-05;0;Male;5
2016-03-05;1;Female;1
2016-03-05;3;Male;1
2016-03-05;4;Male;1
2016-03-06;0;Female;1
2016-03-06;0;Male;2
2016-03-06;4;Male;1
2016-03-07;0;Female;23
2016-03-07;0;Male;24
2016-03-07;1;Female;3
2016-03-07;1;Male;5
2016-03-07;2;Female;1
2016-03-07;2;Male;2
2016-03-07;3;Female;2
2016-03-07;4;Female;1
2016-03-07;4;Male;1
2016-03-08;0;Female;20
2016-03-08;0;Male;24
2016-03-08;1;Female;5
2016-03-08;1;Male;3
2016-03-08;2;Male;1
2016-03-09;0;Female;11
2016-03-09;0;Male;19
2016-03-09;1;Female;3
2016-03-09;1;Male;6
2016-03-09;2;Female;2
2016-03-09;3;Male;1
2016-03-10;0;Female;15
2016-03-10;0;Male;30
2016-03-10;1;Female;8
2016-03-10;1;Male;6
2016-03-10;2;Female;1
2016-03-10;2;Male;2
2016-03-10;4;Male;1
2016-03-11;0;Female;18
2016-03-11;0;Male;18
2016-03-11;1;Female;3
2016-03-11;1;Male;6
2016-03-11;2;Male;2
2016-03-11;3;Female;1
2016-03-11;3;Male;1
2016-03-12;0;Female;1
2016-03-12;0;Male;3
2016-03-12;1;Male;2
2016-03-12;3;Female;1
2016-03-13;0;Female;1
2016-03-13;0;Male;1
2016-03-13;3;Female;1
2016-03-13;4;Female;1
2016-03-14;0;Female;16
2016-03-14;0;Male;34
2016-03-14;1;Female;7
2016-03-14;1;Male;2
2016-03-14;2;Female;3
2016-03-14;2;Male;1
2016-03-15;0;Female;16
2016-03-15;0;Male;23
2016-03-15;1;Female;2
2016-03-15;1;Male;4
2016-03-15;2;Female;2
2016-03-15;2;Male;2
2016-03-15;3;Male;1
2016-03-16;0;Female;16
2016-03-16;0;Male;26
2016-03-16;1;Female;3
2016-03-16;1;Male;6
2016-03-16;2;Male;2
2016-03-16;3;Female;2
2016-03-17;0;Female;20
2016-03-17;0;Male;21
2016-03-17;1;Female;2
2016-03-17;1;Male;5
2016-03-18;0;Female;17
2016-03-18;0;Male;24
2016-03-18;1;Female;1
2016-03-18;1;Male;4
2016-03-18;2;Male;1
2016-03-19;0;Female;1
2016-03-19;0;Male;6
2016-03-19;1;Female;1
2016-03-19;2;Female;1
2016-03-19;2;Male;2
2016-03-20;1;Female;2
2016-03-20;2;Male;1
2016-03-21;0;Female;32
2016-03-21;0;Male;34
2016-03-21;1;Female;5
2016-03-21;1;Male;4
2016-03-21;2;Female;2
2016-03-21;3;Female;2
2016-03-21;4;Male;2
2016-03-22;0;Female;15
2016-03-22;0;Male;27
2016-03-22;1;Female;8
2016-03-22;1;Male;5
2016-03-22;3;Female;2
2016-03-23;0;Female;14
2016-03-23;0;Male;19
2016-03-23;1;Female;3
2016-03-23;1;Male;2
2016-03-23;2;Female;2
2016-03-24;0;Female;13
2016-03-24;0;Male;26
2016-03-24;1;Female;6
2016-03-24;1;Male;3
2016-03-24;2;Male;1
2016-03-25;0;Male;5
2016-03-25;1;Female;1
2016-03-25;1;Male;2
2016-03-25;2;Female;1
2016-03-26;0;Female;4
2016-03-26;0;Male;5
2016-03-26;1;Female;3
2016-03-26;1;Male;1
2016-03-27;0;Male;3
2016-03-27;1;Male;1
2016-03-27;3;Female;2
2016-03-28;0;Female;1
2016-03-28;1;Female;2
2016-03-28;1;Male;1
2016-03-29;0;Female;22
2016-03-29;0;Male;58
2016-03-29;1;Female;3
2016-03-29;1;Male;3
2016-03-29;2;Female;1
2016-03-29;2;Male;2
2016-03-30;0;Female;19
2016-03-30;0;Male;25
2016-03-30;1;Male;5
2016-03-30;2;Female;1
2016-03-30;2;Male;1
2016-03-31;0;Female;17
2016-03-31;0;Male;18
2016-03-31;1;Female;3
2016-03-31;1;Male;7
2016-03-31;2;Female;1
2016-03-31;4;Female;1
2016-04-01;0;Female;11
2016-04-01;0;Male;16
2016-04-01;1;Female;5
2016-04-01;1;Male;5
2016-04-01;2;Male;1
2016-04-02;0;Female;1
2016-04-02;0;Male;1
2016-04-02;1;Female;1
2016-04-02;1;Male;2
2016-04-02;2;Female;1
2016-04-02;2;Male;1
2016-04-02;3;Female;1
2016-04-03;0;Male;3
2016-04-03;2;Female;1
2016-04-03;2;Male;1
2016-04-04;0;Female;21
2016-04-04;0;Male;23
2016-04-04;1;Female;3
2016-04-04;1;Male;10
2016-04-04;2;Female;1
2016-04-04;2;Male;3
2016-04-04;4;Female;1
2016-04-05;0;Female;17
2016-04-05;0;Male;15
2016-04-05;1;Female;2
2016-04-05;1;Male;2
2016-04-05;2;Female;2
2016-04-05;2;Male;2
2016-04-05;3;Male;1
2016-04-05;4;Female;1
2016-04-05;4;Male;1
2016-04-06;0;Female;13
2016-04-06;0;Male;24
2016-04-06;1;Female;2
2016-04-06;1;Male;4
2016-04-06;2;Female;3
2016-04-06;3;Female;1
2016-04-07;0;Female;14
2016-04-07;0;Male;16
2016-04-07;1;Female;2
2016-04-07;1;Male;1
2016-04-07;2;Male;1
2016-04-08;0;Female;18
2016-04-08;0;Male;11
2016-04-08;1;Female;5
2016-04-08;1;Male;2
2016-04-08;2;Female;1
2016-04-08;3;Female;2
2016-04-08;3;Male;1
2016-04-08;4;Female;1
2016-04-09;0;Female;1
2016-04-09;0;Male;1
2016-04-09;1;Female;1
2016-04-09;1;Male;2
2016-04-09;2;Male;3
2016-04-09;3;Female;1
2016-04-10;0;Female;1
2016-04-10;0;Male;3
2016-04-10;4;Male;1
2016-04-11;0;Female;21
2016-04-11;0;Male;22
2016-04-11;1;Female;3
2016-04-11;1;Male;3
2016-04-11;2;Female;2
2016-04-11;3;Male;1
2016-04-11;4;Female;1
2016-04-11;4;Male;1
2016-04-12;0;Female;14
2016-04-12;0;Male;16
2016-04-12;1;Female;3
2016-04-12;1;Male;7
2016-04-12;4;Female;1
2016-04-12;4;Male;1
2016-04-13;0;Female;14
2016-04-13;0;Male;14
2016-04-13;1;Female;7
2016-04-13;1;Male;3
2016-04-13;2;Male;1
2016-04-13;3;Male;1
2016-04-13;4;Female;1
2016-04-14;0;Female;6
2016-04-14;0;Male;23
2016-04-14;1;Female;4
2016-04-14;1;Male;4
2016-04-14;3;Female;1
2016-04-15;0;Female;13
2016-04-15;0;Male;14
2016-04-15;1;Female;3
2016-04-15;1;Male;4
2016-04-15;2;Male;1
2016-04-15;4;Female;1
2016-04-15;4;Male;1
2016-04-16;0;Male;1
2016-04-16;1;Male;3
2016-04-16;2;Male;1
2016-04-16;3;Female;1
2016-04-16;3;Male;1
2016-04-17;0;Female;1
2016-04-17;0;Male;3
2016-04-17;1;Male;1
2016-04-17;3;Male;1
2016-04-18;0;Female;19
2016-04-18;0;Male;20
2016-04-18;1;Female;4
2016-04-18;1;Male;3
2016-04-18;2;Male;2
2016-04-19;0;Female;18
2016-04-19;0;Male;14
2016-04-19;1;Female;5
2016-04-19;1;Male;3
2016-04-19;2;Female;2
2016-04-19;2;Male;1
2016-04-20;0;Female;10
2016-04-20;0;Male;19
2016-04-20;1;Female;4
2016-04-20;1;Male;5
2016-04-20;3;Female;1
2016-04-21;0;Female;10
2016-04-21;0;Male;14
2016-04-21;1;Female;3
2016-04-21;1;Male;2
2016-04-21;2;Male;1
2016-04-21;4;Male;1
2016-04-22;0;Female;10
2016-04-22;0;Male;14
2016-04-22;1;Male;2
2016-04-22;3;Female;1
2016-04-23;0;Female;3
2016-04-23;0;Male;1
2016-04-23;1;Male;3
2016-04-23;2;Male;1
2016-04-23;3;Male;1
2016-04-24;0;Female;4
2016-04-24;0;Male;1
2016-04-25;0;Female;16
2016-04-25;0;Male;27
2016-04-25;1;Female;4
2016-04-25;1;Male;6
2016-04-25;2;Female;2
2016-04-25;2;Male;2
2016-04-25;3;Male;2
2016-04-25;4;Female;1
2016-04-26;0;Female;17
2016-04-26;0;Male;13
2016-04-26;1;Female;1
2016-04-26;1;Male;6
2016-04-27;0;Female;13
2016-04-27;0;Male;25
2016-04-27;1;Female;2
2016-04-27;1;Male;9
2016-04-27;2;Female;2
2016-04-27;4;Female;1
2016-04-28;0;Female;13
2016-04-28;0;Male;15
2016-04-28;1;Female;4
2016-04-28;1;Male;6
2016-04-29;0;Female;12
2016-04-29;0;Male;11
2016-04-29;1;Female;3
2016-04-29;1;Male;5
2016-04-29;2;Female;1
2016-04-29;2;Male;1
2016-04-29;3;Female;1
2016-04-30;1;Female;2
2016-05-01;0;Female;3
2016-05-01;0;Male;3
2016-05-01;2;Female;1
2016-05-01;3;Male;1
2016-05-02;0;Female;18
2016-05-02;0;Male;16
2016-05-02;1;Female;5
2016-05-02;1;Male;7
2016-05-02;2;Male;2
2016-05-02;3;Female;2
2016-05-02;3;Male;1
2016-05-03;0;Female;9
2016-05-03;0;Male;14
2016-05-03;1;Female;2
2016-05-03;1;Male;4
2016-05-03;4;Female;1
2016-05-04;0;Female;13
2016-05-04;0;Male;8
2016-05-04;1;Female;3
2016-05-04;1;Male;4
2016-05-04;2;Male;2
2016-05-05;0;Female;9
2016-05-05;0;Male;25
2016-05-05;1;Female;4
2016-05-05;1;Male;6
2016-05-05;2;Male;2
2016-05-06;0;Female;13
2016-05-06;0;Male;19
2016-05-06;1;Female;3
2016-05-06;1;Male;3
2016-05-06;2;Female;1
2016-05-06;3;Male;1
2016-05-07;0;Female;2
2016-05-07;0;Male;6
2016-05-07;1;Female;3
2016-05-07;1;Male;1
2016-05-07;2;Male;1
2016-05-08;0;Female;1
2016-05-08;0;Male;2
2016-05-08;1;Female;1
2016-05-08;1;Male;1
2016-05-08;4;Male;1
2016-05-09;0;Female;10
2016-05-09;0;Male;34
2016-05-09;1;Female;5
2016-05-09;1;Male;10
2016-05-09;2;Female;1
2016-05-09;3;Female;1
2016-05-10;0;Female;13
2016-05-10;0;Male;19
2016-05-10;1;Female;3
2016-05-10;1;Male;5
2016-05-10;2;Female;1
2016-05-11;0;Female;7
2016-05-11;0;Male;13
2016-05-11;1;Female;1
2016-05-11;1;Male;2
2016-05-11;2;Female;1
2016-05-11;2;Male;1
2016-05-11;3;Male;1
2016-05-11;4;Female;1
2016-05-12;0;Female;8
2016-05-12;0;Male;11
2016-05-12;1;Female;3
2016-05-12;1;Male;3
2016-05-12;2;Female;2
2016-05-12;2;Male;1
2016-05-12;3;Female;1
2016-05-12;3;Male;1
2016-05-13;0;Female;10
2016-05-13;0;Male;23
2016-05-13;1;Female;4
2016-05-13;1;Male;3
2016-05-13;2;Male;1
2016-05-13;3;Female;1
2016-05-14;0;Female;1
2016-05-14;0;Male;2
2016-05-14;1;Male;1
2016-05-14;4;Male;1
2016-05-15;0;Male;1
2016-05-15;1;Male;1
2016-05-15;2;Male;1
2016-05-16;0;Male;4
2016-05-16;1;Female;1
2016-05-16;1;Male;2
2016-05-16;3;Female;1
2016-05-17;0;Female;17
2016-05-17;0;Male;27
2016-05-17;1;Female;5
2016-05-17;1;Male;1
2016-05-17;2;Female;1
2016-05-17;2;Male;1
2016-05-17;3;Female;2
2016-05-17;3;Male;1
2016-05-18;0;Female;11
2016-05-18;0;Male;27
2016-05-18;1;Female;1
2016-05-18;1;Male;3
2016-05-18;2;Female;2
2016-05-18;3;Female;1
2016-05-18;3;Male;1
2016-05-18;4;Male;3
2016-05-19;0;Female;11
2016-05-19;0;Male;14
2016-05-19;1;Female;1
2016-05-19;1;Male;2
2016-05-19;2;Female;2
2016-05-19;3;Female;1
2016-05-19;4;Female;1
2016-05-19;4;Male;1
2016-05-20;0;Female;11
2016-05-20;0;Male;13
2016-05-20;1;Female;2
2016-05-20;1;Male;6
2016-05-20;2;Female;1
2016-05-20;2;Male;1
2016-05-20;3;Female;1
2016-05-20;3;Male;1
2016-05-21;0;Female;1
2016-05-21;0;Male;3
2016-05-21;1;Female;3
2016-05-21;1;Male;4
2016-05-21;2;Male;1
2016-05-21;3;Male;1
2016-05-22;0;Female;1
2016-05-22;0;Male;1
2016-05-22;3;Female;1
2016-05-23;0;Female;15
2016-05-23;0;Male;27
2016-05-23;1;Female;4
2016-05-23;1;Male;6
2016-05-23;2;Female;2
2016-05-23;3;Male;2
2016-05-23;4;Male;1
2016-05-24;0;Female;9
2016-05-24;0;Male;25
2016-05-24;1;Female;1
2016-05-24;1;Male;2
2016-05-24;4;Female;1
2016-05-25;0;Female;10
2016-05-25;0;Male;15
2016-05-25;1;Female;2
2016-05-25;2;Female;2
2016-05-25;2;Male;2
2016-05-25;3;Female;1
2016-05-25;3;Male;1
2016-05-25;4;Female;1
2016-05-26;0;Female;7
2016-05-26;0;Male;9
2016-05-26;1;Female;4
2016-05-26;1;Male;6
2016-05-26;2;Male;2
2016-05-27;0;Female;14
2016-05-27;0;Male;13
2016-05-27;1;Female;5
2016-05-27;1;Male;6
2016-05-28;0;Female;1
2016-05-28;0;Male;1
2016-05-28;1;Female;1
2016-05-28;1;Male;1
2016-05-28;4;Female;1
2016-05-29;0;Female;1
2016-05-29;0;Male;2
2016-05-29;1;Female;2
2016-05-30;0;Female;11
2016-05-30;0;Male;17
2016-05-30;1;Female;4
2016-05-30;1;Male;2
2016-05-30;2;Female;1
2016-05-30;3;Female;1
2016-05-30;4;Female;1
2016-05-30;4;Male;3
2016-05-31;0;Female;5
2016-05-31;0;Male;8
2016-05-31;1;Female;1
2016-05-31;1;Male;2
2016-05-31;2;Female;2
2016-05-31;2;Male;2
2016-05-31;3;Female;1
2016-05-31;4;Female;1
2016-05-31;4;Male;1
2016-06-01;0;Female;15
2016-06-01;0;Male;9
2016-06-01;1;Female;5
2016-06-01;1;Male;1
2016-06-01;2;Female;1
2016-06-01;2;Male;1
2016-06-01;3;Male;1
2016-06-02;0;Female;4
2016-06-02;0;Male;16
2016-06-02;1;Female;2
2016-06-02;1;Male;7
2016-06-02;2;Male;1
2016-06-02;3;Male;1
2016-06-03;0;Female;6
2016-06-03;0;Male;15
2016-06-03;1;Female;2
2016-06-04;0;Male;2
2016-06-04;1;Male;1
2016-06-04;2;Male;1
2016-06-05;0;Female;1
2016-06-05;0;Male;1
2016-06-06;0;Female;13
2016-06-06;0;Male;21
2016-06-06;1;Female;3
2016-06-06;1;Male;4
2016-06-06;2;Female;2
2016-06-06;2;Male;1
2016-06-06;3;Female;1
2016-06-07;0;Female;13
2016-06-07;0;Male;12
2016-06-07;1;Female;3
2016-06-07;1;Male;4
2016-06-07;2;Male;2
2016-06-08;0;Female;6
2016-06-08;0;Male;13
2016-06-08;1;Female;1
2016-06-08;2;Female;1
2016-06-08;2;Male;1
2016-06-09;0;Female;5
2016-06-09;0;Male;10
2016-06-09;1;Female;7
2016-06-09;1;Male;2
2016-06-09;2;Female;3
2016-06-09;2;Male;1
2016-06-10;0;Female;11
2016-06-10;0;Male;5
2016-06-10;1;Female;3
2016-06-10;1;Male;1
2016-06-10;2;Female;1
2016-06-10;2;Male;3
2016-06-10;3;Male;1
2016-06-11;0;Female;2
2016-06-11;1;Female;2
2016-06-11;1;Male;1
2016-06-12;0;Male;3
2016-06-13;0;Female;12
2016-06-13;0;Male;15
2016-06-13;1;Female;7
2016-06-13;1;Male;4
2016-06-13;2;Male;1
2016-06-14;0;Female;15
2016-06-14;0;Male;15
2016-06-14;1;Female;4
2016-06-14;1;Male;1
2016-06-14;2;Female;2
2016-06-14;2;Male;1
2016-06-14;3;Male;1
2016-06-14;4;Female;1
2016-06-14;4;Male;1
2016-06-15;0;Female;8
2016-06-15;0;Male;14
2016-06-15;1;Female;2
2016-06-15;1;Male;4
2016-06-15;2;Male;1
2016-06-15;3;Female;1
2016-06-16;0;Female;10
2016-06-16;0;Male;9
2016-06-16;1;Female;2
2016-06-16;1;Male;1
2016-06-16;2;Male;1
2016-06-16;3;Male;1
2016-06-16;4;Female;1
2016-06-17;0;Female;7
2016-06-17;0;Male;13
2016-06-17;1;Female;2
2016-06-17;1;Male;3
2016-06-18;0;Female;1
2016-06-18;1;Male;1
2016-06-18;2;Male;1
2016-06-19;0;Male;1
2016-06-19;4;Male;1
2016-06-20;0;Female;13
2016-06-20;0;Male;14
2016-06-20;1;Female;4
2016-06-20;1;Male;3
2016-06-20;2;Female;1
2016-06-21;0;Female;2
2016-06-21;0;Male;7
2016-06-21;1;Female;4
2016-06-21;1;Male;1
2016-06-21;3;Male;1
2016-06-21;4;Male;1
2016-06-22;0;Female;9
2016-06-22;0;Male;14
2016-06-22;1;Male;1
2016-06-23;0;Female;9
2016-06-23;0;Male;5
2016-06-23;1;Female;1
2016-06-23;1;Male;2
2016-06-23;2;Male;1
2016-06-23;3;Female;1
2016-06-24;1;Female;1
2016-06-24;1;Male;1
2016-06-24;2;Female;1
2016-06-25;0;Female;1
2016-06-25;0;Male;1
2016-06-25;1;Male;2
2016-06-25;2;Female;1
2016-06-25;2;Male;2
2016-06-26;0;Male;1
2016-06-27;0;Female;15
2016-06-27;0;Male;15
2016-06-27;1;Female;3
2016-06-27;1;Male;7
2016-06-27;2;Female;1
2016-06-27;3;Male;1
2016-06-27;4;Female;2
2016-06-28;0;Female;7
2016-06-28;0;Male;14
2016-06-28;1;Female;2
2016-06-28;1;Male;4
2016-06-28;2;Male;2
2016-06-29;0;Female;9
2016-06-29;0;Male;9
2016-06-29;1;Male;2
2016-06-29;2;Male;3
2016-06-30;0;Female;8
2016-06-30;0;Male;8
2016-06-30;1;Female;1
2016-06-30;1;Male;3
2016-06-30;3;Male;1
2016-07-01;0;Female;7
2016-07-01;0;Male;3
2016-07-01;1;Female;1
2016-07-01;1;Male;2
2016-07-01;2;Female;1
2016-07-02;0;Female;2
2016-07-04;0;Female;6
2016-07-04;0;Male;11
2016-07-04;1;Male;4
2016-07-04;2;Female;1
2016-07-05;0;Female;9
2016-07-05;0;Male;5
2016-07-05;1;Female;1
2016-07-05;1;Male;2
2016-07-05;2;Female;1
2016-07-06;0;Female;4
2016-07-06;0;Male;6
2016-07-06;1;Male;5
2016-07-06;2;Male;1
2016-07-06;3;Female;1
2016-07-06;3;Male;1
2016-07-07;0;Female;7
2016-07-07;0;Male;6
2016-07-07;1;Female;1
2016-07-07;2;Male;1
2016-07-08;0;Female;8
2016-07-08;0;Male;11
2016-07-08;1;Female;2
2016-07-08;1;Male;2
2016-07-09;0;Female;2
2016-07-09;0;Male;1
2016-07-09;1;Male;2
2016-07-10;0;Female;1
2016-07-10;1;Female;1
2016-07-11;0;Female;6
2016-07-11;0;Male;9
2016-07-11;1;Female;3
2016-07-11;1;Male;2
2016-07-11;3;Male;1
2016-07-12;0;Female;4
2016-07-12;0;Male;14
2016-07-12;1;Female;1
2016-07-12;1;Male;2
2016-07-13;0;Female;6
2016-07-13;0;Male;10
2016-07-13;1;Female;2
2016-07-13;1;Male;2
2016-07-13;2;Male;1
2016-07-13;3;Male;1
2016-07-14;0;Female;3
2016-07-14;0;Male;7
2016-07-14;1;Female;2
2016-07-14;1;Male;1
2016-07-15;0;Female;6
2016-07-15;0;Male;3
2016-07-15;1;Female;1
2016-07-15;4;Female;1
2016-07-15;4;Male;1
2016-07-16;0;Male;1
2016-07-16;1;Male;1
2016-07-17;0;Male;2
2016-07-18;0;Female;8
2016-07-18;0;Male;7
2016-07-18;1;Female;2
2016-07-18;1;Male;1
2016-07-18;3;Male;1
2016-07-19;0;Female;4
2016-07-19;0;Male;6
2016-07-19;1;Female;3
2016-07-19;1;Male;1
2016-07-20;0;Female;4
2016-07-20;0;Male;7
2016-07-20;1;Female;2
2016-07-20;1;Male;4
2016-07-20;2;Male;1
2016-07-21;0;Female;2
2016-07-21;0;Male;4
2016-07-21;1;Female;1
2016-07-21;1;Male;3
2016-07-22;0;Female;4
2016-07-22;0;Male;5
2016-07-22;1;Female;1
2016-07-22;1;Male;2
2016-07-22;4;Male;1
2016-07-23;0;Male;3
2016-07-23;3;Male;1
2016-07-24;1;Male;1
2016-07-25;0;Female;6
2016-07-25;0;Male;7
2016-07-26;0;Female;1
2016-07-26;0;Male;10
2016-07-26;1;Female;1
2016-07-26;1;Male;4
2016-07-26;2;Male;1
2016-07-26;4;Male;1
2016-07-27;0;Female;9
2016-07-27;0;Male;4
2016-07-27;1;Male;2
2016-07-27;2;Female;1
2016-07-27;4;Male;1
2016-07-28;0;Female;6
2016-07-28;0;Male;4
2016-07-28;1;Male;4
2016-07-28;4;Female;1
2016-07-29;0;Female;1
2016-07-29;0;Male;3
2016-07-29;1;Female;3
2016-07-29;1;Male;3
2016-07-30;0;Male;1
2016-07-30;1;Male;1
2016-08-01;0;Female;8
2016-08-01;0;Male;15
2016-08-01;1;Male;1
2016-08-01;2;Female;1
2016-08-02;0;Female;1
2016-08-02;0;Male;5
2016-08-02;1;Male;2
2016-08-03;0;Female;3
2016-08-03;0;Male;8
2016-08-03;1;Female;2
2016-08-03;1;Male;1
2016-08-03;3;Female;2
2016-08-04;0;Female;1
2016-08-04;0;Male;4
2016-08-04;1;Female;1
2016-08-04;1;Male;2
2016-08-04;3;Male;1
2016-08-05;0;Female;2
2016-08-05;0;Male;3
2016-08-05;1;Female;2
2016-08-05;1;Male;2
2016-08-05;2;Female;1
2016-08-05;3;Male;1
2016-08-05;4;Male;2
2016-08-07;0;Male;3
2016-08-07;1;Female;1
2016-08-07;3;Female;1
2016-08-08;0;Female;3
2016-08-08;0;Male;7
2016-08-08;1;Female;4
2016-08-08;1;Male;5
2016-08-08;3;Male;2
2016-08-09;0;Female;4
2016-08-09;0;Male;11
2016-08-09;1;Female;1
2016-08-09;1;Male;1
2016-08-10;0;Female;2
2016-08-10;0;Male;7
2016-08-10;1;Female;1
2016-08-10;1;Male;1
2016-08-11;0;Male;5
2016-08-12;0;Female;3
2016-08-12;0;Male;2
2016-08-12;1;Female;1
2016-08-12;1;Male;1
2016-08-13;0;Male;2
2016-08-13;1;Male;1
2016-08-13;4;Male;1
2016-08-14;0;Female;1
2016-08-15;0;Male;1
2016-08-16;0;Female;5
2016-08-16;0;Male;11
2016-08-16;1;Female;1
2016-08-16;1;Male;1
2016-08-16;2;Female;1
2016-08-17;0;Female;3
2016-08-17;0;Male;3
2016-08-17;1;Female;1
2016-08-17;1;Male;1
2016-08-18;0;Female;2
2016-08-18;0;Male;7
2016-08-19;0;Female;7
2016-08-19;0;Male;9
2016-08-19;1;Female;1
2016-08-19;2;Male;1
2016-08-19;3;Female;1
2016-08-20;0;Male;2
2016-08-20;1;Male;1
2016-08-21;1;Male;1
2016-08-22;0;Female;6
2016-08-22;0;Male;8
2016-08-22;1;Female;2
2016-08-22;1;Male;2
2016-08-22;2;Male;2
2016-08-22;3;Male;1
2016-08-23;0;Female;7
2016-08-23;0;Male;7
2016-08-23;1;Female;1
2016-08-23;1;Male;1
2016-08-23;2;Female;1
2016-08-23;2;Male;1
2016-08-23;4;Male;2
2016-08-24;0;Female;1
2016-08-24;0;Male;5
2016-08-24;1;Female;2
2016-08-24;2;Male;1
2016-08-25;0;Female;1
2016-08-25;0;Male;3
2016-08-26;0;Female;3
2016-08-26;0;Male;5
2016-08-26;1;Male;2
2016-08-27;1;Male;1
2016-08-27;3;Female;1
2016-08-28;0;Male;2
2016-08-29;0;Female;3
2016-08-29;0;Male;7
2016-08-29;1;Female;1
2016-08-30;0;Female;2
2016-08-30;0;Male;13
2016-08-30;1;Female;1
2016-08-30;1;Male;2
2016-08-30;2;Female;1
2016-08-31;0;Female;3
2016-08-31;0;Male;6
2016-08-31;2;Female;1
2016-09-01;0;Female;3
2016-09-01;0;Male;4
2016-09-01;1;Female;1
2016-09-01;1;Male;1
2016-09-01;2;Female;1
2016-09-01;4;Female;1
2016-09-02;0;Female;3
2016-09-02;0;Male;4
2016-09-02;1;Male;3
2016-09-03;0;Male;1
2016-09-05;0;Female;3
2016-09-05;0;Male;4
2016-09-05;1;Female;2
2016-09-05;1;Male;2
2016-09-05;2;Female;1
2016-09-06;0;Female;1
2016-09-06;0;Male;7
2016-09-06;3;Female;1
2016-09-07;0;Female;6
2016-09-07;0;Male;3
2016-09-08;0;Female;4
2016-09-08;0;Male;8
2016-09-09;0;Female;2
2016-09-09;0;Male;6
2016-09-09;1;Male;1
2016-09-12;0;Female;1
2016-09-12;0;Male;6
2016-09-12;1;Female;2
2016-09-12;1;Male;5
2016-09-12;2;Female;1
2016-09-12;3;Male;1
2016-09-13;0;Female;4
2016-09-13;0;Male;7
2016-09-13;1;Female;1
2016-09-14;0;Female;5
2016-09-14;0;Male;3
2016-09-14;1;Male;1
2016-09-15;0;Female;5
2016-09-15;0;Male;5
2016-09-15;1;Female;1
2016-09-15;1;Male;4
2016-09-15;2;Male;1
2016-09-16;0;Female;3
2016-09-16;0;Male;12
2016-09-16;1;Male;8
2016-09-17;0;Female;1
2016-09-17;1;Female;1
2016-09-17;2;Female;1
2016-09-18;0;Male;1
2016-09-18;1;Male;1
2016-09-18;3;Female;1
2016-09-19;0;Female;6
2016-09-19;0;Male;19
2016-09-19;1;Female;2
2016-09-19;1;Male;1
